383,1|274|5,0|0-274-6|3,1|274-55|1,0|374|924,0|374-6-0|1,0|374-0-274|1,0|55-6|32
180,0|1-6|39,0|63-3|28,0|3-6-63|1,0|6-3-1|1,0|6-3-49|1,0|49-6|26
609,0|1-6|37,0|6-501-23|1,0|1-23|54,1|3|3,0|23-1|28,0|6|873,0|1-6-501|3
509,1||1249,0|1-184-27|1,0|0-1-27|2,0|27-184-56|2,0|1-56-0|2,0|1|921,1|27|1
246,1|3-0|1,1|2|4,1|0-5|1,0|0-229-5|2,0|5-3|25,0|5-2-229|1,0|229-3-0|2,0|229-0-3|1
950,0|2-1|35,1|68-384|1,0|68-18-2|2,1|68-2-18|1,0|2-384-68|1,0|18-2-68|4,0|68-18|31,0|68-1|43
635,0|63-9|27,0|5-63|53,0|5-2|28,0|84-2|35,0|2-5-84|1,0|2|932
286,1||1241,1|6-0-55|1,0|6-0-266|4,0|55-266|32,1|266|7,0|6-1-266|3,0|1-55-0|2
301,0|1-5|34,0|2-3|30,0|2-4|34,1|1-3|1,0|3-2|28,0|5-4|38,0|5-2|35
948,1||1263,0|2-390-925|1,0|5-390|28,0|390-2-925|3,0|390-925-5|2,0|390-5|41,0|101-925-5|1
424,1|6-12-0|1,0|12-0-6|2,0|39-12-6|3,0|8-0|27,0|6-0-12|2,0|6-39-12|1,0|0|922
364,0|5-121-54|2,0|54|898,0|6-121-74|1,0|74-5|30,0|54-74|22,0|121|889,1|54-74|1
188,0|26-3-1|3,0|2-1|42,0|3-1|34,0|3-2-109|1,0|3-109|40,0|2-26-109|1,0|2-109|24
355,0|2-48-41|1,0|2-48|29,0|2-41-48|2,0|3-48|33,0|3-41-48|1,0|41|933
402,1|117-18|1,0|1-18-117|2,0|1-117|38,0|70-117-18|2,1|117|6,0|4-18|37
471,0|127-11-56|1,0|12-8-127|2,1|56-12|1,0|56-11-127|3,0|12-127-8|1,0|127-8-12|1,0|12-11|33
40,0|8-14-4|1,0|8-3-14|2,0|3-14|28,1|3|1,0|4-8-3|1,0|14-4-1-8|1
118,0|1-0|28,0|0-1-5|2,0||18364,0|9-5-57|2,0|9|924,0|9-1-57|1,0|57-1|32
427,1|6|3,1|6-39|1,0|39-43-1|1,0|39-6|23,0|162-1-43|1,0|39-6-1|1,0|43-162-39|1
777,1|36|4,0|36-426-42|2,0|42-36-1|1,0|22-1|25,0|36-22|27,0|42|869,0|42-36|28
68,0|3-6|38,0|1-16|34,1|3-16|1,0|16-3|24,0|1|875,0|3|890,0|16-1-6|1
335,0|49-6-7|1,0|13-6|27,1|7|5,0|49-82|46,0|49-7-82|2,0|49-7|26
800,0|203-3|43,1|413|2,0|8-203-613|2,0|203-613|25,0|8-613|19,1|3-203|2,0|3-203|50
642,0|5-31-12|2,0|5-470-257|1,1|257|1,0|257-12-5|1,1|470-257|2,1|12|9
783,0|27-6-3|3,0|3-92-27|1,1|3|1,0|6|893,0|3-92|23,0|3-222-27|1,0|6-92-3-222|1
357,0|7-158|40,0|158-7-5|2,0|68-2-5|1,0|68-2-7|2,0|7-5-68|3,0|2|889,0|68-5|37
913,0|508-28-6|2,0|28-5|26,0|5-6-508|2,0|6-5|31,0|28-3-508|1,0|3-508-5|2,0|5|946
32,0|0-1-6|1,0|0-3-1|2,0|0-1-15|2,0|3-6-15|1,0|3-0|28,0|15-6-3-1|1,0|3-1-6|1,0|15-6-0|3
39,1|5|1,0|9-4-5|1,0|4-26|23,0|5-4-26|1,0||18470,0|26-4-8|1
23,0|21-8-3|2,0|1-21|38,0|8-1|24,0|8-3|27,1|3|4,0|1-4-8|1
927,1|91|6,0|368-91|31,0|91-0|29,0|5-91|36,0|9|927,0|5-9-368|1,0|0-91-368|2
586,1||1228,0|26-6-308|1,0|308-76|29,0|26-117-6|2,0|117-308|38,0|76-6|36,0|26-117|30,0|117-76-6|2
475,1||1220,0|1-3|39,0|1-2-8|1,0|1-8-4|1,1|8|3,0|3-8-2|2,0|8-4-3|1
42,0|9-39|37,0|9-39-6|1,0|9-39-0|2,1|6|2,0|39-5-9|1,0|0-5-9|1,0|39-9|29,0|5-6-39|1
444,1||1225,0|4-5|28,1|5-4-276-12|1,0|12|943,0|276-12|27,0|102-4-276|4,0|102-5|38
856,0|1-0|30,0|1-372-8|1,0|8-372|24,0|3-1-372|1,0|372-8|34,0|3-0-8|1,0|0-1|41
610,0|3-6|37,0|6-174-171|2,0|3-174|37,1|171|2,0|174-3|29,0|171-174|14,0|5-6-3|1
410,0|351-27-92|1,0|6-27|35,0|57-351-6|1,1|6|3,0|92-6|29,0|351|942
522,0|374-8-4|1,0|4-1-8|1,0|4-3-1|1,0|4-3-8|1,0|1-8-374|2,0|1-8-3|1,0|374-3-4|1
879,1|51|2,1|1|10,0|51|923,0|266-1-370|1,0|374-1-370|1,0|1|876,0|51-1-266|1
268,0|0-1-26|2,0|5-0|29,0|26-0|35,0|89-1|29,0|26-0-1|1,0|5-1-89|1,1|26|3
422,1|3-0|1,0|24-380|30,0|22-3|38,0|0-380-22-24|1,0|3-24-0|1,0|0-24|22
470,0|3-7|40,0|0-8-7|3,0|0-7-3|1,0|7-0|32,0|7-9|23,0|7-8|33,1|9-7|1
69,0|4-43-6|1,0|34-1-6|1,0|4-6-1|1,0|6-43|28,1|1-43|1,0|34-43-4|3
961,0|84-8|35,0|73-777|28,0|84-8-1|1,0|777-8-84|2,0|73-84|26,1|8|4
420,0|60-18-174|2,0|174-60-28|1,0|18-60|40,0|18-174|30,0|28-18-174|1,0|3-28-18|1
217,0|0-3-8|1,0|3-0|25,1|12-8|2,1|12-2|2,0|8-3|24,1|3|4,0|2-3-0|2
686,1|142|2,0|142|910,0|142-6-12|1,0|96-6|23,0|12|935,0|12-96-142|1,1|6-12|1
819,0|113-5-4|2,0|1-5-570|1,1|5-4|1,0|113-570|27,0|1|914,0|113-5|31,0|4-5-113|2
752,0|3-477|30,0|3-5-70|2,0|3-557-477|1,0|477-5|29,1|557-477|1,0|557-3|34,1|557|5
47,0|6-23|31,0|2-6|44,0|2-5-3|1,0|23-2-6|1,0|5-2|27,1|5-3|1,0|5-23-3|1
332,0|2-6|42,1|106-2|1,0|6-3|39,0|6-5|31,0|6-3-5|3,0|5|974,0|3-6-5|1
918,1||1250,0|857-0-767|2,0|858-767|28,0|857-1-858|2,1|0|10,1|858-1|2,0|1-0-858|1
300,1||1288,0|2-96-163|1,0|163-2|25,1|163|3,0|68-9-163|1,0|9-96-68|2,0|96|952
216,0|66-59|26,0|2-66-92|3,0|66-92-59|1,0|92-2-3|1,0|2-66|36,0|3-66-92|1
840,0|6-57-230|1,0|638-57|32,0|6-638-118|1,0|6-118|37,0|6|908,1|118-230|1
664,0|0-25-3|1,0|3-25|37,0|3-0|26,0|0-3-25|1,0|2-25-90|1,0|2-3-25|1,0|2-0-3|1
534,0|8-14-2|1,0|54-8-2|1,0|14|916,0|2-25-14|1,1|8|6,0|54-25-14|1,0|54-8-14|2
839,0|183-4-0|1,0|82-97-4|1,0|0-4-82|2,0|183-97-82|1,1|183-82|1,0|0-4-183|2,0|82-0-97|1
458,0|121-1|39,0|121-315|33,0|233-1|37,0|233-121-1|1,0|1-233-121-6|1,0|233-121-315|1,0|6-121-233|2
441,0|3-131-49|3,0|5-0-49|2,0|49-0-3|1,0|3-49-5|1,0|131-5-3|1,0|5-0|25,0|5-131-0|1
660,0|1-2|28,0|1-57-2|1,0|68-57-1|1,0|68-1-57|1,1|57|1,0|68-2-0|3,0|57|922,0|57-0|36
257,0|0-4-3|1,0|3-227-0|2,0|4-0|26,0|3-4|31,0|227-4-3|1,0|70-227-3|1,1|4-70-227|1
855,0|73-14|30,0|73-5-14|1,0|14-5|31,0|8-73|30,0|8-3|22,0|3-73|35,0|5-8-73|1
593,0|218-3-1|1,0|9-435-218|2,0|9-435-3|2,0|435-9-1|1,0|3-218|24,0|9-218|29
438,0|371-41-227|1,0|227-4|28,0|227-41-371|3,0|8-41-227|2,0|8-4-371|1,0|371-8|42,1|371-41|1
450,0|23-20-52|1,0|20-52-23|1,1|18|2,0|52-20|35,0|52-18-114|1,0|23-52|31,0|23-114-18|1
88,0|28-5|28,0|3-28|34,0|5-8|22,0|8-28|28,1|5-2|1,1|8|2,0|2-28-8|1
632,0|3-0|22,0|14-589-0|2,0|0|901,0|3|884,0|14-0-33|1,0|589-3|29
729,0||18564,0|28-198|30,1|198-2-28|1,0|48-28|22,0|3-48|31,0|2-3-198|4,0|198|917
79,0|1-6|34,0|26-2-1|1,0|1-26|40,0|26-6|39,1|1|4,0|6-1|35,0|6-2-1|2
177,0|9-8-3|1,0|25-3-0|1,0|8-3|23,0|0-9-25|2,0|8|955,0|8-3-0|1,0|9-0|36
415,0|0-42-6|1,0|8-6|33,0|54-6|33,0|8|948,0|42-6-54|1,1|54|2,0|6-0-42|2
127,1|5|4,0|3-4|33,0|4-8-3|1,0|5|970,0|8-4-5|1,1|4-5|1,0|3-25-5|2
953,1|6|1,0|104-951|24,0|3|876,0|104-3-6|1,0|6-104-0|1,0|951-0-6|1,0|0-6-951|3
995,0|508-3-271|2,0|508-20|29,0|20-508-3|1,0|20-6|35,0|271-6-3|1,0|20-271|32,1|508|3
43,0|1-3|40,0|2-1-23-0|1,0|23-3-2|2,0|3-0-23|1,0|23-3-1|1,1|0|4
326,0|6-0-48|1,0|48-41-4|2,0|6-4|20,0|0-48-41|4,0|48-6-41|1,0|41|930,0|0-4|37
466,0|8-94-49|1,0|356-94-8-49|1,0|49-94-310|1,0|8-356-49|1,0|49-8-356|1,0|356|896,0|94-8|30
531,1||1302,0|73-2-1-5|1,0|2-5-125|3,0|2-73-5|1,0|125|871,1|2-1|1,0|73-5-2|2
185,0|1-3|41,0|3-18-28-1|1,0|8-28-3|1,0|1-8|41,0|8-1|18,0|3|873,0|18-1-3|1
148,0|8-4-21|2,0|21-8|29,0|4|862,0|89-4|27,0|89-3-21|1,0|89-3|27
275,0|226-15-79|1,0|1-15-3|2,0|3-15|45,0|79-3-15|1,0|1-226-15|1,0|226-3-79|2,0|15-3-1|1
654,1|635-1|1,1|94-635|2,1|1-2|2,0|94-2-416|2,0|94-416-2|2,0|94-635-416|2,0|416-1-635|1
605,0|6-25|50,1|25|2,0|6-291-25|1,0|291-6|31,0|68-25-6|2,0|251-68|29,0|6-251-68|1
795,0|57-274-415|1,0|415|907,0|274-57|41,1|3|2,0|3|922,1|150-415|1,0|57-415|39
873,0|14-811-1|1,0|160-1-811|5,0|811-14-160|2,0|811-14|33,0|811-14-816|1
784,1||1248,0|42-286|27,0|286-42-131|1,0|286-22-3|1,0|22|937,0|131-286-3|1,0|131-22|33
641,1||1251,0|0-59|24,0|5-127-59|1,0|0-147-5|3,0|59-127-5|1,0|127|904,0|127-147|27
827,0|8-27|33,0|8-543|40,0|543-8-3|2,1|27|2,0|2-27|25,0|3-2-8|1,0|8-3-2|1
925,0|107-8-96-0|1,0|8|936,0|128|930,0|96-107-0|1,0|8-128|36,0|128-96-8|1,0|96-128-0|1
874,0|2-5|37,0|0-3-5|1,0|3-26|33,0|5-26-2|1,0|0|893,0|3-26-0|1,0|0-2|38
183,0|3-6|42,0|156-4|27,1|0-156|1,0|0-156-3|2,0|3|882,0|3-4-0|1
238,0|25-6-2|1,0|25-51-2|1,0||18509,0|25|918,0|6-2-9|1,0|9-25|30,0|9-6-25|2
116,1|115|7,0|6-115-1|2,0|48-1-6|1,1|18|4,0|115-18-6|1,0|115-6-48|1,0|48-18|29
822,1|51|1,0|637-201|23,0|198-201-51|3,0|637|877,0|637-390-198-201|1,0|637-198-51|1,0|51-198-201|1
900,0|3-2|27,0|9-107|35,0|2|927,1|107|9,1|9|5,0|9-0-107|2,0|0-3|49
983,0|5-552|31,0|552-463|34,0|552-5|29,0|5-463-0|1,0|463-5-84|3,1|552|1,0|5-0-552|1,0|0-5|36
341,0|4-282|31,0|4-1|30,0|149-282-4|2,0|5|966,0|4-1-149|1,0|5-149-4|1
591,1|116|3,0|0-396-4-18|1,0|18-396-4|2,1|0-116|1,1|396|2,0|18|921,1|0|10
776,0|325-22|32,0|39-1|46,0|325-22-39|3,0|447-39-325|1,0|325-447-39|1,0|325-447|28
957,0|279-656-467|1,0|467-279-25|1,0|656-279|31,0|3-279|35,0|3-279-25|1,0|25-3-656|1,0|656-25-279|1
559,0|372|892,1|28|7,0|1-372-508|1,1|372|1,0|508-372-1|1,0|1-349|34
488,0|53-23|23,0|53-227-23|2,0|6-227-1|1,0|23-227-53|1,0|1-53-23|2,0|23-6-1-227|1
356,0|214-9-71|1,0|201-71-214-8|1,0|8-214-9|1,0|8-214-71|2,0|201-71-214|2,0|201|908,0|71-8-214|1
711,0|324-221|34,0|324-221-3|2,0|221-371|33,1|160-3|2,0|3-221-324|1,0|371-3-160|1
437,0|48-3-28|1,0|28-3|33,0||18583,0|1-28|37,0|1-407-3|1,0|28-48-3|1,0|48|907
190,0|59-105-39|2,0|25-39-105|2,0|59-3-105|1,0|3|892,0|25-39|34,0|59-39-105|2,0|105-39-3|1
921,1|5|4,0|2-48|27,0|48-39-9|1,0|48-39-2|3,0|48-5|39,0|48|907
347,0|153-0-42|2,0|42-3|23,1|42-153|1,0|42-20-3|4,1|0|10,1|20-0|1
212,1||1214,0|6-8-2-7|1,0|45-7-8|1,0|2-6|42,0|7-45|38,0||18546,0|7-8|37
505,1|0-48|1,1|1-0|1,0|3-1-48|1,0|249-1-48|1,1|3|2,0|3-249|34,0|48-3|32
467,0|1-206-54|1,0|1-8|38,0|206-39|26,0|8-54-206|2,0|1-8-39|1,0|1-54-8|1
758,0|373-64-3|1,0|3-64|41,0||18519,0|3-1-64|1,0|373-3|20,0|3-118|31
117,0|2-51-54|1,0||18463,0|54-12-51|1,0|12-54-2|3,0|6|877,0|6-51-54|1,0|6-12|35
555,0|25-52-13|1,0|5-13-41|1,0|5|939,0|41|933,0|25-5-52-41|1,0|5-25-13-52|1
129,0|76-51|35,0|51-118-2|2,0|2-51-76|1,0|2-76-9|3,0|51-76-2|1,1|2-9|1
985,1|1|9,0|51-160-371|2,0|51-42-160|1,0|371-51|34,0|42|865,1|42-1|1,0|42-371-51|1
495,0|8-70-25|1,0|25-1-171|2,0|25-70-171|1,0|70-1-8|1,1|1|2,1|171-70|1,0|171|897
385,0|190-42-0|1,0|7-25|29,0|190-0-7|1,1|42-25|1,0|0-25|28,0|25-190-42|1,0|42-190|29
333,0|1-0|30,0|2-1-106|3,1|106-2|1,0||18447,0|106-2-1|2,0|0|887,0|1-106-2-0|1
706,0|1-239-18|2,0|239-1-49|1,1|28|2,0|1-18-28|1,0|49-1|28,0|49-1-239|2
766,0|5-1-22|1,0|345-5|28,0|345-22|32,0||18403,0|1-22-6|1,0|345-22-5|3
317,1||1329,0|89-12-32|3,0|32-12|47,1|89-12|1,0|3-89|23,0|32-92-12|2,0|92|834
557,0|2-172|45,1|2|9,0|0-84-2|2,0|84-2-12|1,0|2-84-0|1,0|12|941,0|0-12-172|2
55,0|0-11|36,1|25|4,0|25|902,0|53-0|32,0|2-11-53|2,1|0-2-25|1
157,0|59-6|23,0|6-59-18|1,0|59|880,0|18|917,0|18-59|34,0|6-59|43,0|6-2-18|1
565,0|0-5-26|2,0|26|909,0|0-3-26|2,0|84-0|29,0|84|854,0|26-0-5|2
809,0|246-20-6|1,1|20|2,0|55-20-470-246|1,0|246-6-470-20|1,0||18459,0|246-55-6|1,0|470-55-6|1
312,0|1-2|27,1||1256,1|1|9,0|3-2-255-1|1,0|6-1-3|1,0|6-1-2|2
393,1||1203,0|337-7-165|1,0|165-215-337|1,0|165-7-337|1,0|337-165-7|1,0|215-165-337|1,0|215-337-165|1
578,0|2-106-4|2,0|2-90|40,0|6-4-106|3,0|6-2-106|3,0|90-6|40,0|4|873,1|6-4-90|1
371,0|4-3|26,0|3-0-25|2,0|3-10-0|1,0|10|931,1|3|2,0|25-3-10|1
698,1||1214,0|74-227-33|1,0|6-227-0|1,0|6-74|35,0|74-0-33|2,0|0-6|43
209,0|88-76-5|2,0|88-20-56|1,0|88-56-5|2,0|56-20|26,0|88-20-5|2,0|88-20-76|1
473,0|1-5|39,0|376-1-239|1,0|376-239-5|1,0|1-142-5|2,1|376-5|1,0|376-5-239|1,0|1-239|39
421,1||1226,0|1-13-227|1,0|25-0|24,0|0-13-25|1,0|0|922,0|227-25|43
901,0|5-56|32,1|5-8|1,0|8-56|32,0|713-8|35,0|1-8-713|1,0|5|954,0|1-713-5|4
633,0|64-1|24,0|82-64-1|2,0|1-64-20|1,0|1-20-82|1,0|64-20-82|1,0|212|879,0|64-212-82|1
27,0|1-6|35,1|0-1|1,0|6-0|28,0|9-1-0-6|1,0|9-0-6|2,0|0-6|34,0|0-5|43
937,0|3-223|26,0|696-223-22|3,0|223|856,0|22-696|33,0|3-223-22-5|1,1|223-696|1,0|5-223-3|1
480,1|25-418|1,0|8-25-55|1,0|4-25-418|1,0|4-8-55|2,0|8-55|28,1|55-8|1,0|55-418-8|1
992,1||1273,0|151-126-59|2,0|59-3|33,0|126-3-151|1,0|59-0-151|3,0|0-151-59|1,0|126-151|27,0|3|910
431,0|22-2|34,0|2-1-22|1,0|2-121|30,0|121-1-3-22-2|1,0|2-22|26,0|121-22|39
97,0|13|816,0|55|978,0|28-42|28,0|3-28-13|1,0|42|897,0|3-55-28|5,1|55-28|1
894,0|3-57-39|1,0|3-279-57|1,0|39-57|27,0|3-39-1|2,0|1|911,0|39-279|25,0|279-39-1|1
601,0|524-2-504|1,0|8-524-2|1,0|2-8|30,1|524-8|1,0|8-73|27,0|504-2|30
259,0|33|882,0|1-39-109|1,0|39|869,0|109|885,0|1-33|28,0|6-109|37,1|6-109|1
284,0|103-51-3|1,0|103|896,1|51|1,0|103-14-3|1,0|18-103|39,0|14-3-51-103|1,0|18-51|39
876,0|0-262|36,0|5-790|36,0||18601,0|262-790|34,0|260-5|41,0|260-262|27,1|0-262|1
909,0|0-1-8|1,0|18-8|31,0|18-1|35,0|6-0|31,0|6|898,0|1-6-0|2,0|18-8-6|4
136,0|1-5|33,0|28-5|29,0|1-28|41,0|4-28-1|1,0|28-1-4|1,0|5|957,0|84-28|40
590,0|278-7-92|1,0|92-7-278|2,0|92-278|27,0|7-4-469|2,0|469-278-7|1,1|4-278|1,0|4-278|29
947,1|231-101|2,1|231-3|1,0|0-231-896|1,0|101-3|18,0|896-3-101|1,0|231-3-0|1
703,1|582-4|1,0|4-3-677|1,0|3-18|35,0|4-3-677-582|2,0|3-18-677|1,0|3|912,0|677-582-3|1
90,1||1280,0|43-26-5|2,0|26-23-5|2,0|43-23-25|1,1|26-43-25|1,0|25-23|31,0|26-5-43|2
304,0|8-1-2|2,1|8-34|1,0|5-8|25,0|2-1-34|1,1|5-2|2,0|34-5|29,0|1|912
123,0|120-92|26,0||18551,0|2-120-0|1,0|0-120-2|2,0|92-0-120|2,0|27-92|28,1|0-120|1
206,0|15-23-2|2,0|9-48|47,0|9-15-23|1,0|9-15|26,0|15|906,0|48-15|30
388,0|45-6|21,0|45-8-353|1,0|45-6-353|3,0|6-8-45|1,0|8-353-5|2,1|8|2,1|353|2
707,0|183|881,0|15-0|28,1|428-183|1,0|1-15-183|1,0|428-183|23,0|1-428-183|2,1|183|9
436,0||18498,0|8-26|39,0|370-26-8|1,0|8-16|42,1|0|1,0|0-26|40,0|16-26|26
801,0|5-573-537|1,0|235-573-537|2,0|264-537-5|3,0|235-5-573|1,0|264-537|33,0|235-264|25,0|537|883
305,0|0-121|32,0|1-68|32,0|1-0-9|1,0|68-1-9|1,1|9-1|1,0|0-121-68|1
785,0|0-28-125|1,0|28-12-0|1,0|125-28|24,1|0-12|1,0|12-3-0|2,0|3-12-0-28|1,0|12-125|28
567,0|121-0|23,1|121-172|1,0|1-141-0|2,0|141-121|23,0|141-172-1|1,0|121-172|36,0|172-0-141|1
78,0|0-8-4|1,0|69-8-4|2,0|13-0-8|1,0|4-0-13-8|1,0|69-4-0|1,0|69-8-13|1,0|13-4-69|2
60,0|1-15|40,0|1-5|39,0|15-1|26,1|15-13|1,0|4|869,0|5|963,1|4|4
80,0|3-0-18|1,0|0-18-3|1,0|0-3-18|2,0|6-3|39,0|18-1|35,0|3-18-0|2,0|0-6|36
409,0|28-0|26,0|0-236-39|1,0|1-236-39|1,0|236-28-0|2,0|0|928,0|39-28-236|2,0|0-28-236|2
